id,id_cliente,nombre_proyecto,duracion,presupuesto,recursos_asignados,resultado,fecha_inicio,fecha_fin,solvencia_economica_empresa,certificaciones_requeridas,precio_hora,fortaleza_tecnologica,experiencia_requerida,numero_perfiles_requeridos,curriculums,titulaciones_empleados,certificacion_empleados,idiomas,lugar_trabajo,horarios_trabajo,plazos,transicion_inicial,facturacion_anual,volumetria,slas,entregables_oferta,disponibilidad_referencias,informacion_adicional
433,33,Proyecto_433,138,119699.88,Recurso B,Fracaso,2021-03-08,2021-04-08,Alta,False,85.51,Nivel Experto,General,6,12,Menos del 25%,False,False,Híbrido,Flexible,1,5,1111974.09,True,True,Entregable A,False,Info A
185,27,Proyecto_185,60,727271.68,Recurso B,Fracaso,2020-07-03,2020-08-03,Alta,True,52.81,Nivel Experto,Sin Experiencia,16,26,50%-75%,False,False,Híbrido,Fijo,7,5,2711148.25,False,False,Entregable B,False,Info C
979,6,Proyecto_979,204,107884.88,Recurso C,Exito,2022-09-05,2022-10-06,Alta,True,23.3,Nivel Medio,General,8,47,Menos del 25%,False,True,Presencial,Fijo,1,2,2489164.1,True,False,Entregable A,False,Info C
535,40,Proyecto_535,275,157509.74,Recurso A,Exito,2021-06-18,2021-07-19,Alta,True,90.75,Nivel Bajo,General,2,17,Menos del 25%,False,False,Híbrido,Fijo,6,3,3725876.54,True,True,Entregable A,False,Info C
295,11,Proyecto_295,273,778956.39,Recurso B,Fracaso,2020-10-21,2020-11-21,Media,False,71.67,Nivel Alto,General,18,29,50%-75%,True,False,Híbrido,Flexible,8,3,2692022.8,False,True,Entregable B,False,Info B
893,5,Proyecto_893,192,845485.37,Recurso C,Exito,2022-06-11,2022-07-12,Media,True,84.66,Nivel Alto,General,11,28,Más del 75%,True,True,Remoto,Fijo,11,5,3011331.52,True,False,Entregable C,False,Info B
426,22,Proyecto_426,346,122817.07,Recurso B,Exito,2021-03-01,2021-04-01,Baja,False,52.9,Nivel Medio,General,18,3,50%-75%,False,False,Remoto,Fijo,11,4,1408193.1,False,True,Entregable C,True,Info C
714,3,Proyecto_714,21,858305.2,Recurso A,Exito,2021-12-14,2022-01-14,Alta,True,20.78,Nivel Alto,Específica,19,15,Más del 75%,True,False,Presencial,Flexible,8,2,4074933.07,True,True,Entregable C,True,Info A
261,18,Proyecto_261,184,397132.34,Recurso A,Exito,2020-09-17,2020-10-18,Baja,False,51.58,Nivel Medio,General,7,47,50%-75%,True,True,Híbrido,Flexible,8,1,3085543.97,True,False,Entregable B,False,Info B
238,22,Proyecto_238,157,101999.85,Recurso B,Fracaso,2020-08-25,2020-09-25,Media,True,76.89,Nivel Bajo,Específica,7,7,50%-75%,False,False,Remoto,Flexible,9,3,4310409.81,False,True,Entregable A,False,Info B
560,29,Proyecto_560,71,950809.63,Recurso B,Exito,2021-07-13,2021-08-13,Alta,False,90.43,Nivel Medio,General,11,34,Menos del 25%,False,False,Remoto,Fijo,10,4,79103.87,True,True,Entregable C,False,Info B
584,13,Proyecto_584,63,782410.93,Recurso C,Fracaso,2021-08-06,2021-09-06,Baja,False,22.39,Nivel Experto,Específica,7,25,Menos del 25%,False,False,Híbrido,Fijo,9,1,649583.73,True,False,Entregable B,True,Info A
446,40,Proyecto_446,363,674740.39,Recurso B,Exito,2021-03-21,2021-04-21,Baja,True,32.41,Nivel Alto,Sin Experiencia,6,12,25%-50%,False,False,Remoto,Fijo,7,3,208719.38,False,True,Entregable C,False,Info B
868,16,Proyecto_868,260,971058.54,Recurso B,Exito,2022-05-17,2022-06-17,Alta,True,89.56,Nivel Alto,General,1,16,50%-75%,True,True,Híbrido,Flexible,5,3,699223.31,True,True,Entregable C,True,Info B
801,13,Proyecto_801,353,966580.98,Recurso B,Fracaso,2022-03-11,2022-04-11,Media,False,26.53,Nivel Medio,Sin Experiencia,3,44,Menos del 25%,False,False,Híbrido,Fijo,8,5,1767487.02,True,False,Entregable C,True,Info B
600,12,Proyecto_600,236,377495.02,Recurso B,Fracaso,2021-08-22,2021-09-22,Media,True,53.25,Nivel Experto,Sin Experiencia,19,31,Más del 75%,False,True,Presencial,Fijo,2,4,1474707.09,False,True,Entregable C,True,Info B
850,4,Proyecto_850,115,956266.24,Recurso C,Exito,2022-04-29,2022-05-30,Baja,False,71.29,Nivel Medio,Específica,7,43,25%-50%,False,False,Presencial,Fijo,11,5,1072729.8,True,False,Entregable C,False,Info A
266,25,Proyecto_266,175,677560.77,Recurso C,Exito,2020-09-22,2020-10-23,Baja,False,31.7,Nivel Alto,Sin Experiencia,10,36,25%-50%,True,True,Presencial,Flexible,2,2,2846749.86,False,True,Entregable A,False,Info B
996,24,Proyecto_996,130,392015.76,Recurso B,Fracaso,2022-09-22,2022-10-23,Baja,False,28.91,Nivel Experto,Sin Experiencia,9,14,Más del 75%,True,False,Presencial,Flexible,4,3,4271531.14,False,False,Entregable B,True,Info B
530,37,Proyecto_530,245,603375.28,Recurso B,Fracaso,2021-06-13,2021-07-14,Alta,False,94.89,Nivel Experto,Sin Experiencia,9,26,Menos del 25%,False,True,Presencial,Flexible,7,4,4116624.89,False,True,Entregable C,True,Info B
56,8,Proyecto_56,47,670301.8,Recurso A,Fracaso,2020-02-25,2020-03-27,Media,True,84.81,Nivel Alto,Específica,12,3,50%-75%,True,True,Híbrido,Flexible,2,3,4194584.8,False,False,Entregable C,False,Info B
121,33,Proyecto_121,47,527853.88,Recurso C,Fracaso,2020-04-30,2020-05-31,Alta,False,84.22,Nivel Experto,Sin Experiencia,9,37,Menos del 25%,False,False,Presencial,Fijo,11,3,1978288.02,True,True,Entregable A,False,Info C
216,2,Proyecto_216,356,340233.85,Recurso B,Exito,2020-08-03,2020-09-03,Media,True,56.02,Nivel Medio,Sin Experiencia,1,35,Más del 75%,False,True,Híbrido,Fijo,3,2,1515668.35,False,True,Entregable C,False,Info A
26,12,Proyecto_26,234,261682.33,Recurso C,Fracaso,2020-01-26,2020-02-26,Media,True,43.67,Nivel Bajo,General,13,10,Más del 75%,True,False,Remoto,Flexible,8,2,3596624.82,True,False,Entregable B,False,Info B
73,10,Proyecto_73,337,879112.25,Recurso C,Exito,2020-03-13,2020-04-13,Alta,False,39.56,Nivel Alto,General,15,12,50%-75%,True,True,Híbrido,Flexible,10,4,3684042.78,True,True,Entregable A,True,Info C
45,4,Proyecto_45,181,27340.83,Recurso C,Fracaso,2020-02-14,2020-03-16,Baja,False,40.3,Nivel Alto,Específica,1,23,Menos del 25%,True,False,Híbrido,Fijo,7,5,3068974.02,False,False,Entregable C,False,Info C
248,20,Proyecto_248,224,348257.76,Recurso B,Fracaso,2020-09-04,2020-10-05,Baja,False,25.15,Nivel Experto,Sin Experiencia,9,29,Menos del 25%,False,True,Presencial,Flexible,2,4,1497394.36,True,True,Entregable B,True,Info C
722,8,Proyecto_722,184,329781.09,Recurso C,Fracaso,2021-12-22,2022-01-22,Media,False,73.41,Nivel Medio,General,9,23,Menos del 25%,False,False,Remoto,Flexible,11,4,4368655.37,True,False,Entregable B,False,Info B
282,37,Proyecto_282,322,610307.23,Recurso A,Exito,2020-10-08,2020-11-08,Media,False,40.74,Nivel Alto,Sin Experiencia,19,10,Más del 75%,True,False,Presencial,Fijo,3,2,4155978.83,False,True,Entregable A,True,Info A
894,41,Proyecto_894,297,292058.94,Recurso B,Fracaso,2022-06-12,2022-07-13,Baja,True,42.77,Nivel Bajo,Específica,18,17,25%-50%,False,False,Presencial,Flexible,5,3,3114701.18,False,False,Entregable A,False,Info B
915,1,Proyecto_915,168,883435.97,Recurso A,Fracaso,2022-07-03,2022-08-03,Baja,True,64.19,Nivel Bajo,Específica,6,13,50%-75%,False,True,Híbrido,Fijo,1,1,2032061.48,True,True,Entregable C,True,Info B
811,39,Proyecto_811,104,631955.73,Recurso A,Fracaso,2022-03-21,2022-04-21,Alta,False,69.32,Nivel Bajo,Específica,16,26,25%-50%,True,True,Híbrido,Flexible,9,3,2542729.8,False,True,Entregable C,False,Info A
245,16,Proyecto_245,266,72477.94,Recurso C,Fracaso,2020-09-01,2020-10-02,Media,True,70.12,Nivel Experto,Sin Experiencia,12,23,Más del 75%,True,False,Remoto,Fijo,2,4,3363876.52,True,True,Entregable A,True,Info B
823,47,Proyecto_823,50,83498.46,Recurso A,Exito,2022-04-02,2022-05-03,Alta,True,20.55,Nivel Bajo,Sin Experiencia,12,24,25%-50%,True,False,Presencial,Flexible,4,4,1433204.09,False,True,Entregable C,True,Info C
322,20,Proyecto_322,20,636857.73,Recurso C,Fracaso,2020-11-17,2020-12-18,Media,False,61.99,Nivel Bajo,General,6,29,50%-75%,False,True,Híbrido,Flexible,7,2,1809900.06,False,False,Entregable A,False,Info B
644,42,Proyecto_644,363,616771.16,Recurso A,Fracaso,2021-10-05,2021-11-05,Baja,True,88.78,Nivel Medio,General,14,8,50%-75%,True,True,Híbrido,Flexible,5,2,2348138.5,True,True,Entregable C,False,Info C
159,45,Proyecto_159,20,734638.49,Recurso C,Exito,2020-06-07,2020-07-08,Media,True,32.49,Nivel Alto,General,11,44,50%-75%,False,False,Híbrido,Fijo,3,4,1492623.46,True,True,Entregable A,False,Info A
978,37,Proyecto_978,19,761757.52,Recurso C,Exito,2022-09-04,2022-10-05,Media,True,31.76,Nivel Bajo,Sin Experiencia,19,26,25%-50%,False,True,Presencial,Fijo,5,2,2297606.92,True,True,Entregable C,False,Info B
430,15,Proyecto_430,210,620334.73,Recurso C,Exito,2021-03-05,2021-04-05,Baja,False,60.76,Nivel Bajo,Sin Experiencia,1,38,25%-50%,True,False,Híbrido,Fijo,9,2,4058501.73,False,True,Entregable B,False,Info B
942,35,Proyecto_942,49,649985.59,Recurso B,Fracaso,2022-07-30,2022-08-30,Baja,False,34.79,Nivel Experto,Sin Experiencia,15,40,25%-50%,False,False,Híbrido,Fijo,11,4,4431125.52,False,False,Entregable C,False,Info A
463,47,Proyecto_463,158,116864.28,Recurso A,Fracaso,2021-04-07,2021-05-08,Alta,True,33.6,Nivel Alto,Sin Experiencia,12,4,50%-75%,False,True,Híbrido,Flexible,8,1,4340595.09,True,False,Entregable B,True,Info B
310,18,Proyecto_310,170,489755.57,Recurso B,Fracaso,2020-11-05,2020-12-06,Alta,True,62.44,Nivel Bajo,General,4,7,50%-75%,False,True,Híbrido,Flexible,3,2,3183014.28,True,False,Entregable A,False,Info A
698,16,Proyecto_698,83,453126.91,Recurso C,Fracaso,2021-11-28,2021-12-29,Baja,False,44.56,Nivel Experto,Sin Experiencia,7,15,50%-75%,False,True,Remoto,Fijo,10,1,2060077.65,False,False,Entregable C,True,Info A
61,36,Proyecto_61,327,324930.44,Recurso C,Exito,2020-03-01,2020-04-01,Media,True,88.07,Nivel Bajo,General,11,6,50%-75%,False,True,Híbrido,Flexible,4,2,2561459.09,False,True,Entregable A,True,Info B
885,5,Proyecto_885,131,475046.33,Recurso A,Exito,2022-06-03,2022-07-04,Baja,False,31.0,Nivel Bajo,Sin Experiencia,5,6,Menos del 25%,True,False,Presencial,Fijo,8,5,4504470.62,False,True,Entregable A,True,Info C
596,13,Proyecto_596,154,282962.65,Recurso C,Fracaso,2021-08-18,2021-09-18,Alta,False,96.66,Nivel Medio,Sin Experiencia,8,16,Más del 75%,False,True,Presencial,Flexible,4,3,220297.96,True,True,Entregable A,False,Info C
768,25,Proyecto_768,283,175460.69,Recurso B,Fracaso,2022-02-06,2022-03-09,Media,True,83.68,Nivel Medio,Sin Experiencia,19,9,Más del 75%,False,False,Remoto,Fijo,5,3,4518993.71,True,False,Entregable A,True,Info A
650,37,Proyecto_650,225,223929.55,Recurso B,Exito,2021-10-11,2021-11-11,Media,True,48.53,Nivel Alto,Sin Experiencia,17,16,Menos del 25%,True,True,Híbrido,Flexible,4,4,1177162.27,True,False,Entregable C,False,Info C
651,38,Proyecto_651,156,106586.89,Recurso C,Fracaso,2021-10-12,2021-11-12,Media,False,88.7,Nivel Medio,Sin Experiencia,12,11,Más del 75%,False,True,Presencial,Fijo,11,1,539577.01,True,True,Entregable A,False,Info C
866,47,Proyecto_866,327,241842.6,Recurso A,Exito,2022-05-15,2022-06-15,Baja,False,50.81,Nivel Bajo,General,13,44,Menos del 25%,False,False,Híbrido,Fijo,4,5,4956200.64,False,True,Entregable B,True,Info A
669,27,Proyecto_669,142,663033.07,Recurso B,Exito,2021-10-30,2021-11-30,Baja,True,41.83,Nivel Experto,General,18,20,25%-50%,False,True,Remoto,Flexible,6,2,241394.53,False,False,Entregable A,False,Info B
299,38,Proyecto_299,87,877344.14,Recurso A,Fracaso,2020-10-25,2020-11-25,Baja,False,59.94,Nivel Alto,Específica,14,7,Menos del 25%,False,False,Presencial,Flexible,11,2,944104.52,True,False,Entregable B,False,Info B
690,38,Proyecto_690,242,363104.26,Recurso C,Fracaso,2021-11-20,2021-12-21,Alta,True,17.58,Nivel Experto,Específica,2,1,Menos del 25%,True,True,Presencial,Flexible,7,4,556883.05,True,True,Entregable B,True,Info B
315,36,Proyecto_315,45,178958.11,Recurso B,Fracaso,2020-11-10,2020-12-11,Media,True,42.87,Nivel Experto,Sin Experiencia,13,29,50%-75%,False,False,Presencial,Fijo,1,3,1501667.12,False,True,Entregable A,True,Info B
311,2,Proyecto_311,160,756711.01,Recurso A,Fracaso,2020-11-06,2020-12-07,Baja,True,44.5,Nivel Alto,General,10,30,Menos del 25%,False,False,Híbrido,Flexible,9,4,3614386.9,False,True,Entregable B,False,Info B
362,37,Proyecto_362,302,655193.54,Recurso C,Exito,2020-12-27,2021-01-27,Media,False,97.46,Nivel Bajo,Sin Experiencia,7,2,Menos del 25%,False,True,Remoto,Flexible,5,2,2191242.61,False,False,Entregable A,True,Info C
480,37,Proyecto_480,95,169239.69,Recurso A,Fracaso,2021-04-24,2021-05-25,Baja,False,27.9,Nivel Experto,General,2,26,Más del 75%,False,True,Remoto,Flexible,10,2,3498585.97,False,False,Entregable A,True,Info B
111,5,Proyecto_111,143,897747.15,Recurso B,Fracaso,2020-04-20,2020-05-21,Alta,False,90.43,Nivel Experto,Específica,7,25,25%-50%,False,False,Híbrido,Fijo,2,5,1008485.46,False,False,Entregable A,False,Info A
990,48,Proyecto_990,273,764287.75,Recurso B,Fracaso,2022-09-16,2022-10-17,Baja,False,18.32,Nivel Experto,Sin Experiencia,10,8,50%-75%,True,True,Híbrido,Flexible,4,3,2977295.21,True,False,Entregable B,False,Info C
487,49,Proyecto_487,185,881018.32,Recurso C,Exito,2021-05-01,2021-06-01,Media,True,15.63,Nivel Experto,Específica,10,10,50%-75%,True,False,Presencial,Flexible,1,5,4091497.09,True,True,Entregable B,False,Info A
364,29,Proyecto_364,335,617940.5,Recurso B,Fracaso,2020-12-29,2021-01-29,Alta,False,66.07,Nivel Experto,Sin Experiencia,15,2,Menos del 25%,False,True,Remoto,Flexible,8,4,4427868.98,False,False,Entregable B,True,Info C
255,32,Proyecto_255,295,942963.15,Recurso A,Exito,2020-09-11,2020-10-12,Baja,False,43.9,Nivel Experto,General,1,20,Menos del 25%,False,False,Remoto,Flexible,1,3,4712704.41,True,True,Entregable B,False,Info C
260,39,Proyecto_260,87,570909.61,Recurso B,Fracaso,2020-09-16,2020-10-17,Media,True,30.45,Nivel Experto,Específica,18,27,50%-75%,True,False,Presencial,Fijo,5,3,1280142.86,False,False,Entregable C,True,Info B
803,1,Proyecto_803,73,710611.44,Recurso A,Fracaso,2022-03-13,2022-04-13,Media,False,47.73,Nivel Medio,Específica,8,38,Menos del 25%,True,False,Híbrido,Flexible,1,3,2255822.43,False,False,Entregable A,False,Info C
678,20,Proyecto_678,48,350226.56,Recurso B,Exito,2021-11-08,2021-12-09,Media,True,98.58,Nivel Experto,Específica,5,26,Menos del 25%,False,True,Presencial,Fijo,6,4,323942.89,True,True,Entregable B,True,Info B
495,48,Proyecto_495,23,543308.71,Recurso C,Fracaso,2021-05-09,2021-06-09,Media,True,92.34,Nivel Alto,Específica,16,9,50%-75%,False,False,Híbrido,Flexible,4,5,3231774.31,True,True,Entregable C,False,Info A
671,26,Proyecto_671,54,262938.41,Recurso C,Fracaso,2021-11-01,2021-12-02,Media,True,42.26,Nivel Experto,General,17,16,Más del 75%,False,False,Remoto,Flexible,5,1,4472973.51,False,False,Entregable A,True,Info B
378,31,Proyecto_378,36,826880.87,Recurso A,Fracaso,2021-01-12,2021-02-12,Alta,True,61.44,Nivel Experto,Específica,7,26,Más del 75%,True,False,Presencial,Fijo,7,5,4880467.79,True,True,Entregable A,False,Info A
527,33,Proyecto_527,38,705914.01,Recurso B,Exito,2021-06-10,2021-07-11,Alta,False,34.34,Nivel Experto,Específica,17,10,25%-50%,False,False,Híbrido,Flexible,9,3,1563328.85,False,False,Entregable B,True,Info B
846,42,Proyecto_846,99,529987.36,Recurso A,Exito,2022-04-25,2022-05-26,Media,False,45.61,Nivel Experto,Específica,3,11,25%-50%,True,True,Híbrido,Fijo,2,4,1033746.49,False,False,Entregable B,True,Info C
138,1,Proyecto_138,225,193376.16,Recurso B,Fracaso,2020-05-17,2020-06-17,Baja,False,44.15,Nivel Medio,General,15,41,Menos del 25%,False,False,Remoto,Flexible,3,4,2393062.11,True,False,Entregable B,True,Info A
356,30,Proyecto_356,13,504340.5,Recurso C,Exito,2020-12-21,2021-01-21,Baja,True,41.82,Nivel Experto,General,6,41,Más del 75%,False,False,Presencial,Fijo,1,5,2839902.1,True,False,Entregable B,False,Info A
366,46,Proyecto_366,137,398469.78,Recurso A,Exito,2020-12-31,2021-01-31,Alta,True,39.24,Nivel Experto,General,13,3,50%-75%,False,True,Remoto,Flexible,9,2,3414715.76,True,False,Entregable A,False,Info C
943,15,Proyecto_943,30,889158.67,Recurso C,Fracaso,2022-07-31,2022-08-31,Baja,False,28.32,Nivel Alto,Específica,4,29,25%-50%,False,False,Presencial,Fijo,7,2,2918401.2,False,True,Entregable B,True,Info B
750,18,Proyecto_750,204,721886.67,Recurso B,Fracaso,2022-01-19,2022-02-19,Alta,False,63.39,Nivel Medio,Sin Experiencia,4,11,25%-50%,True,True,Presencial,Fijo,1,3,1067580.04,True,True,Entregable C,True,Info B
949,17,Proyecto_949,249,180130.0,Recurso A,Exito,2022-08-06,2022-09-06,Media,True,49.47,Nivel Alto,Sin Experiencia,10,26,25%-50%,True,False,Presencial,Flexible,8,4,4951317.8,False,False,Entregable A,False,Info C
830,11,Proyecto_830,101,337103.92,Recurso A,Exito,2022-04-09,2022-05-10,Baja,False,92.5,Nivel Experto,Específica,9,16,Menos del 25%,True,True,Híbrido,Flexible,11,5,4364324.59,False,False,Entregable C,False,Info B
657,22,Proyecto_657,68,120816.57,Recurso B,Exito,2021-10-18,2021-11-18,Baja,True,91.12,Nivel Alto,General,5,37,Menos del 25%,False,False,Híbrido,Flexible,5,2,1438279.41,True,False,Entregable A,True,Info B
200,32,Proyecto_200,64,447985.84,Recurso A,Fracaso,2020-07-18,2020-08-18,Media,True,83.43,Nivel Alto,Sin Experiencia,1,37,Más del 75%,True,True,Presencial,Flexible,7,2,741527.02,False,False,Entregable B,True,Info A
214,49,Proyecto_214,303,995525.69,Recurso B,Fracaso,2020-08-01,2020-09-01,Alta,False,39.81,Nivel Bajo,General,9,15,25%-50%,True,True,Remoto,Flexible,2,3,3141696.96,False,False,Entregable C,True,Info A
409,20,Proyecto_409,241,91791.49,Recurso A,Exito,2021-02-12,2021-03-15,Media,True,79.3,Nivel Experto,Específica,11,29,Más del 75%,False,False,Híbrido,Fijo,9,2,4724967.91,False,True,Entregable A,True,Info C
333,30,Proyecto_333,364,360693.88,Recurso B,Exito,2020-11-28,2020-12-29,Media,True,24.02,Nivel Medio,General,19,43,Menos del 25%,False,True,Remoto,Fijo,3,4,217683.55,True,False,Entregable A,True,Info B
209,3,Proyecto_209,72,462290.06,Recurso C,Exito,2020-07-27,2020-08-27,Baja,False,68.95,Nivel Experto,Sin Experiencia,19,28,Más del 75%,False,False,Híbrido,Fijo,11,2,897888.25,False,True,Entregable C,True,Info B
614,12,Proyecto_614,235,735124.24,Recurso A,Exito,2021-09-05,2021-10-06,Baja,True,61.22,Nivel Bajo,General,3,18,Más del 75%,False,False,Híbrido,Fijo,3,3,759931.98,True,True,Entregable A,True,Info B
79,8,Proyecto_79,300,335097.42,Recurso C,Exito,2020-03-19,2020-04-19,Media,True,29.24,Nivel Experto,Sin Experiencia,11,30,25%-50%,True,True,Remoto,Flexible,10,2,3826025.46,False,True,Entregable B,False,Info B
30,49,Proyecto_30,56,134484.1,Recurso A,Fracaso,2020-01-30,2020-03-01,Alta,True,35.5,Nivel Experto,Sin Experiencia,13,46,50%-75%,True,True,Remoto,Fijo,6,1,3493414.33,False,True,Entregable B,False,Info A
536,10,Proyecto_536,349,698461.49,Recurso B,Exito,2021-06-19,2021-07-20,Baja,True,54.13,Nivel Bajo,General,10,46,50%-75%,False,False,Híbrido,Fijo,7,1,1814147.83,True,False,Entregable A,False,Info B
696,47,Proyecto_696,172,897988.35,Recurso C,Exito,2021-11-26,2021-12-27,Media,True,21.18,Nivel Experto,General,1,22,Menos del 25%,False,False,Remoto,Fijo,2,2,1187661.11,True,True,Entregable B,False,Info B
558,45,Proyecto_558,353,749747.39,Recurso C,Exito,2021-07-11,2021-08-11,Baja,True,55.54,Nivel Bajo,General,14,26,Menos del 25%,True,False,Remoto,Flexible,1,4,636938.49,True,False,Entregable B,False,Info A
837,30,Proyecto_837,234,434890.77,Recurso A,Fracaso,2022-04-16,2022-05-17,Media,False,19.68,Nivel Medio,Sin Experiencia,9,47,Menos del 25%,True,False,Remoto,Fijo,7,5,1263512.03,True,True,Entregable C,False,Info B
597,19,Proyecto_597,225,282856.22,Recurso C,Fracaso,2021-08-19,2021-09-19,Baja,True,60.69,Nivel Experto,Específica,15,19,25%-50%,False,True,Remoto,Flexible,7,2,2101129.56,False,False,Entregable A,False,Info B
166,7,Proyecto_166,312,161453.96,Recurso C,Fracaso,2020-06-14,2020-07-15,Baja,True,29.13,Nivel Experto,Sin Experiencia,17,4,25%-50%,True,False,Remoto,Flexible,3,3,546985.66,False,True,Entregable B,True,Info B
919,15,Proyecto_919,229,303760.36,Recurso B,Fracaso,2022-07-07,2022-08-07,Baja,False,85.93,Nivel Alto,Sin Experiencia,19,12,Menos del 25%,False,False,Híbrido,Flexible,7,4,3880929.03,False,True,Entregable B,True,Info C
496,21,Proyecto_496,168,528917.58,Recurso B,Exito,2021-05-10,2021-06-10,Media,True,75.97,Nivel Experto,Sin Experiencia,7,16,Más del 75%,True,False,Remoto,Fijo,3,5,3531734.39,True,False,Entregable C,False,Info C
825,15,Proyecto_825,55,732943.69,Recurso C,Fracaso,2022-04-04,2022-05-05,Baja,True,69.94,Nivel Bajo,Específica,5,9,Menos del 25%,True,True,Híbrido,Flexible,4,2,2512724.05,True,True,Entregable B,True,Info A
66,42,Proyecto_66,44,295798.74,Recurso C,Exito,2020-03-06,2020-04-06,Alta,False,80.4,Nivel Alto,Sin Experiencia,15,16,25%-50%,True,False,Híbrido,Fijo,10,2,1129480.07,True,False,Entregable A,False,Info B
142,39,Proyecto_142,145,817591.16,Recurso B,Exito,2020-05-21,2020-06-21,Alta,False,41.87,Nivel Experto,General,4,7,Menos del 25%,True,True,Remoto,Flexible,10,4,2984222.88,True,True,Entregable A,False,Info C
926,14,Proyecto_926,259,831291.68,Recurso B,Fracaso,2022-07-14,2022-08-14,Baja,False,96.43,Nivel Experto,General,11,28,Menos del 25%,True,True,Híbrido,Fijo,10,1,4549000.57,True,True,Entregable A,True,Info A
828,14,Proyecto_828,319,878467.06,Recurso A,Fracaso,2022-04-07,2022-05-08,Baja,False,70.27,Nivel Medio,Específica,5,30,50%-75%,True,True,Remoto,Fijo,5,1,3324744.61,True,True,Entregable B,True,Info A
656,1,Proyecto_656,68,789100.43,Recurso B,Fracaso,2021-10-17,2021-11-17,Alta,False,44.58,Nivel Medio,General,1,18,Menos del 25%,True,True,Remoto,Fijo,7,1,3432773.73,True,False,Entregable B,True,Info C
332,46,Proyecto_332,62,657535.04,Recurso A,Fracaso,2020-11-27,2020-12-28,Baja,False,21.37,Nivel Medio,Específica,5,3,Más del 75%,False,True,Presencial,Fijo,6,3,818799.45,False,True,Entregable C,True,Info B
665,31,Proyecto_665,200,760840.77,Recurso A,Fracaso,2021-10-26,2021-11-26,Media,False,19.39,Nivel Alto,General,10,25,50%-75%,False,True,Híbrido,Flexible,11,5,4169695.76,False,True,Entregable A,False,Info A
250,19,Proyecto_250,327,352858.55,Recurso C,Exito,2020-09-06,2020-10-07,Baja,False,84.34,Nivel Experto,Sin Experiencia,10,33,Más del 75%,False,True,Híbrido,Fijo,2,4,3835079.65,True,False,Entregable C,True,Info A
908,47,Proyecto_908,102,678666.01,Recurso C,Fracaso,2022-06-26,2022-07-27,Baja,True,72.48,Nivel Medio,General,8,11,50%-75%,True,False,Remoto,Fijo,4,5,3080712.88,True,False,Entregable B,True,Info B
709,49,Proyecto_709,251,735308.88,Recurso A,Exito,2021-12-09,2022-01-09,Media,False,48.23,Nivel Medio,Específica,9,35,25%-50%,True,False,Presencial,Fijo,8,1,2801561.93,False,False,Entregable A,True,Info B
306,25,Proyecto_306,320,392596.23,Recurso A,Fracaso,2020-11-01,2020-12-02,Baja,False,52.08,Nivel Medio,Específica,13,16,50%-75%,False,False,Híbrido,Flexible,4,1,4730489.05,False,False,Entregable C,False,Info B
735,41,Proyecto_735,235,303524.88,Recurso C,Exito,2022-01-04,2022-02-04,Media,False,76.8,Nivel Bajo,Sin Experiencia,9,31,Más del 75%,False,True,Remoto,Fijo,5,1,3665810.17,True,True,Entregable A,True,Info C
976,42,Proyecto_976,312,455622.13,Recurso B,Exito,2022-09-02,2022-10-03,Alta,True,26.08,Nivel Bajo,Específica,16,14,50%-75%,True,False,Presencial,Flexible,7,5,3386413.59,False,False,Entregable A,False,Info B
50,2,Proyecto_50,330,121978.72,Recurso A,Fracaso,2020-02-19,2020-03-21,Baja,True,25.41,Nivel Alto,Sin Experiencia,16,21,50%-75%,False,False,Híbrido,Flexible,6,5,507484.45,False,True,Entregable C,True,Info B
897,46,Proyecto_897,91,226324.74,Recurso B,Fracaso,2022-06-15,2022-07-16,Media,True,38.31,Nivel Bajo,General,1,22,25%-50%,False,True,Remoto,Flexible,3,4,2941600.57,False,False,Entregable B,False,Info B
3,15,Proyecto_3,232,451904.96,Recurso A,Fracaso,2020-01-03,2020-02-03,Baja,False,52.76,Nivel Medio,Sin Experiencia,12,18,50%-75%,False,False,Remoto,Flexible,3,1,4318381.12,False,True,Entregable C,False,Info A
545,35,Proyecto_545,162,243499.02,Recurso A,Fracaso,2021-06-28,2021-07-29,Alta,True,16.86,Nivel Experto,Específica,13,25,Más del 75%,False,False,Híbrido,Fijo,1,2,4526553.98,False,True,Entregable C,False,Info A
351,35,Proyecto_351,290,73970.51,Recurso A,Exito,2020-12-16,2021-01-16,Alta,False,18.39,Nivel Medio,Específica,2,29,50%-75%,False,True,Híbrido,Flexible,4,3,1641035.33,True,True,Entregable B,True,Info B
905,26,Proyecto_905,211,881064.05,Recurso A,Fracaso,2022-06-23,2022-07-24,Alta,True,44.96,Nivel Medio,Sin Experiencia,4,30,25%-50%,False,False,Remoto,Flexible,7,5,4702100.03,False,False,Entregable B,False,Info A
537,43,Proyecto_537,74,748465.96,Recurso B,Exito,2021-06-20,2021-07-21,Media,False,75.32,Nivel Alto,Sin Experiencia,12,22,Más del 75%,True,False,Presencial,Flexible,3,3,2929838.35,False,True,Entregable A,True,Info B
345,47,Proyecto_345,124,197797.9,Recurso B,Exito,2020-12-10,2021-01-10,Media,True,25.03,Nivel Medio,Sin Experiencia,9,27,50%-75%,False,True,Presencial,Flexible,10,2,4973760.84,True,False,Entregable A,True,Info C
